virus_unid	human_unid	label	pred_score
Q76RJ0	Q7Z7L7	1.0	0.642864
Q67296	Q96B26	1.0	0.999856
Q20MC6	P43356	1.0	0.127925
P88950	P20226	1.0	0.994579
K4P3M7	Q09472	1.0	0.99933
Q9QAI2	P02647	1.0	0.973527
P88980	P07900	1.0	0.9999
Q711A3	P63244	1.0	0.999872
P68331	O95251	1.0	0.024744
A0A0B6VKE3	P11166	1.0	0.9835
P06791	Q96SB4	1.0	0.996389
Q77M19	Q9NZD2	1.0	0.005061
Q9DHW0	P01375	1.0	0.711725
P0DTC8	Q6ZXV5	1.0	0.335488
K9UT94	Q9H3P7	1.0	0.086906
P69697	Q13888	1.0	0.999517
P90463	P82909	1.0	0.97904
P10204	P35372	1.0	0.936123
Q2HR82	P17544	1.0	0.136006
P68716	P13861	1.0	0.018414
P0C6Z3	O43889	1.0	0.728671
P04663	P0DMV8	1.0	0.999873
P05905	P23193	1.0	0.999925
P0DTD3	O15552	1.0	0.231334
P88930	P22392	1.0	0.995103
Q68842	Q9BRP8	1.0	0.995948
P59633	P02768	1.0	0.991227
E5LBU3	Q9H6F5	1.0	0.471949
Q9IDV3	Q96RT1	1.0	0.99134
P20879	O15514	1.0	0.999692
Q85295	Q16611	1.0	0.272838
P89884	Q92905	1.0	0.999079
Q4VW77	P42224	1.0	0.999982
A0EXJ2	P49848	1.0	0.999902
O41963	P02647	1.0	0.974156
P04326	Q12824	1.0	0.999938
P03428	Q9NVP1	1.0	0.999982
Q84940	O95786	1.0	0.999067
P03199	P28799	1.0	0.982982
Q7TLC7	Q13561	1.0	0.809409
P90489	P51668	1.0	0.999512
O40948	Q96BQ5	1.0	0.472571
P69698	Q9H3P2	1.0	0.999717
P05908	Q8IXH7	1.0	0.999044
Q6TUZ6	Q14116	1.0	0.905131
D2K3S2	Q14209	1.0	0.182683
Q98157	Q8WV44	1.0	0.998566
P03177	Q8N5R6	1.0	0.981455
Q1HVD3	Q5R3I4	1.0	0.003003
P03200	Q8IUQ4	1.0	0.998911
Q02842	P12814	1.0	0.999171
A0A5J6DVR7	Q16666	1.0	0.998955
P20893	Q9Y5B0	1.0	0.992444
P29882	P07196	1.0	0.994032
P04608	P58876	1.0	0.999677
P10217	Q96IJ6	1.0	0.006205
P0C731	P01857	1.0	0.995319
P03207	P40123	1.0	0.703703
P03203	Q8N9N5	1.0	0.999248
P16778	Q07812	1.0	0.531327
Q2Q067	P31249	1.0	0.001307
P03040	P01135	1.0	0.00406
P0C6Z9	Q9BV19	1.0	0.046171
Q1K9H6	O14818	1.0	0.999963
A0A0B6VHN8	P61956	1.0	0.999917
V5KTY7	O15294	1.0	0.996008
Q6SW66	P55036	1.0	0.99509
P89653	Q14457	1.0	0.792913
P15879	P11233	1.0	0.268188
P31345	O60684	1.0	0.999939
Q07041	P63208	1.0	0.999664
Q04040	Q9UHY1	1.0	0.999647
Q03340	P23458	1.0	0.994467
O41955	O00560	1.0	0.999008
P03224	Q9NSC5	1.0	0.536342
Q02840	Q15369	1.0	0.999619
Q69139	Q15942	1.0	0.999303
P04614	Q15369	1.0	0.999868
P0C723	Q9NPJ6	1.0	0.99991
Q05323	P82664	1.0	0.953138
P10189	Q16666	1.0	0.998955
P0C722	Q9UKK3	1.0	0.419978
H9XIJ5	P62937	1.0	0.999942
P13288	Q01831	1.0	0.918699
Q77HE9	Q9NWB7	1.0	0.173507
Q8JSN6	Q13123	1.0	0.999964
P0CK57	Q9BWM7	1.0	0.793029
A8CSJ8	Q9UHF1	1.0	0.037945
P03169	P23497	1.0	0.941396
P17362	A7MCY6	1.0	0.005597
Q77PA8	Q16611	1.0	0.272838
Q76QC2	Q09472	1.0	0.999071
O41966	P14625	1.0	0.999378
Q64866	Q9H7D0	1.0	0.701352
Q76RH1	P22392	1.0	0.995103
Q8JYI4	O75843	1.0	0.987826
Q1HVD1	Q12800	1.0	0.999164
Q3KSR8	Q9NRD5	1.0	0.998991
Q7LYY4	P17535	1.0	0.141687
P29128	Q13547	1.0	0.999155
Q6RZE7	P16333	1.0	0.735573
B8PZP6	P23458	1.0	0.981892
F5HFL9	Q15020	1.0	0.975834
F5HEU0	Q13087	1.0	0.002745
P68619	P33176	1.0	0.996608
Q66793	P01579	1.0	0.027881
B4URF7	Q5W0B1	1.0	0.740664
Q9IK90	Q9UPY3	1.0	0.993165
P0C746	P16220	1.0	0.997432
P03196	Q8N5R6	1.0	0.537805
O41939	Q7Z7A1	1.0	0.981793
P10205	Q8NFH5	1.0	0.674902
P03230	O43318	1.0	0.94941
Q1HVB3	P29597	1.0	0.990674
P04298	Q96RQ9	1.0	0.000699
P24738	Q15370	1.0	0.999698
P22575	P01730	1.0	0.1636
P03192	P05556	1.0	0.992081
F1BA48	O95786	1.0	0.720935
Q77GW0	Q8N8A2	1.0	0.011016
P03427	Q86V81	1.0	0.999877
P19552	P18615	1.0	0.998652
P30119	Q13137	1.0	0.999034
Q1HVG4	P62508	1.0	0.981375
Q9IH62	P52799	1.0	0.544826
Q00901	P11233	1.0	0.299367
P10208	Q9Y4K3	1.0	0.943074
Q89270	P51817	1.0	0.270339
P04488	Q8N5R6	1.0	0.986852
Q9WMB4	Q96PM5	1.0	0.159086
Q786F3	P11021	1.0	0.999665
Q3KSQ2	Q9Y3Q8	1.0	0.757882
P17384	P27694	1.0	0.997848
P68343	Q8IUQ4	1.0	0.998371
P0C734	P62136	1.0	0.999821
O41974	Q15369	1.0	0.999326
P14739	P13051	1.0	0.015862
Q76RJ0	Q7Z7L7	1.0	0.642864
Q67296	Q96B26	1.0	0.999856
Q20MC6	P43356	1.0	0.127925
P88950	P20226	1.0	0.994579
K4P3M7	Q09472	1.0	0.99933
Q9QAI2	P02647	1.0	0.973527
P88980	P07900	1.0	0.9999
Q711A3	P63244	1.0	0.999872
P68331	O95251	1.0	0.024744
A0A0B6VKE3	P11166	1.0	0.9835
P06791	Q96SB4	1.0	0.996389
Q77M19	Q9NZD2	1.0	0.005061
Q9DHW0	P01375	1.0	0.711725
P0DTC8	Q6ZXV5	1.0	0.335488
K9UT94	Q9H3P7	1.0	0.086906
P69697	Q13888	1.0	0.999517
P90463	P82909	1.0	0.97904
P10204	P35372	1.0	0.936123
Q2HR82	P17544	1.0	0.136006
P68716	P13861	1.0	0.018414
P0C6Z3	O43889	1.0	0.728671
P04663	P0DMV8	1.0	0.999873
P05905	P23193	1.0	0.999925
P0DTD3	O15552	1.0	0.231334
P88930	P22392	1.0	0.995103
Q68842	Q9BRP8	1.0	0.995948
P59633	P02768	1.0	0.991227
E5LBU3	Q9H6F5	1.0	0.471949
Q9IDV3	Q96RT1	1.0	0.99134
P20879	O15514	1.0	0.999692
Q85295	Q16611	1.0	0.272838
P89884	Q92905	1.0	0.999079
Q4VW77	P42224	1.0	0.999982
A0EXJ2	P49848	1.0	0.999902
O41963	P02647	1.0	0.974156
P04326	Q12824	1.0	0.999938
P03428	Q9NVP1	1.0	0.999982
Q84940	O95786	1.0	0.999067
P03199	P28799	1.0	0.982982
Q7TLC7	Q13561	1.0	0.809409
P90489	P51668	1.0	0.999512
O40948	Q96BQ5	1.0	0.472571
P69698	Q9H3P2	1.0	0.999717
P05908	Q8IXH7	1.0	0.999044
Q6TUZ6	Q14116	1.0	0.905131
D2K3S2	Q14209	1.0	0.182683
Q98157	Q8WV44	1.0	0.998566
P03177	Q8N5R6	1.0	0.981455
Q1HVD3	Q5R3I4	1.0	0.003003
P03200	Q8IUQ4	1.0	0.998911
Q02842	P12814	1.0	0.999171
A0A5J6DVR7	Q16666	1.0	0.998955
P20893	Q9Y5B0	1.0	0.992444
P29882	P07196	1.0	0.994032
P04608	P58876	1.0	0.999677
P10217	Q96IJ6	1.0	0.006205
P0C731	P01857	1.0	0.995319
P03207	P40123	1.0	0.703703
P03203	Q8N9N5	1.0	0.999248
P16778	Q07812	1.0	0.531327
Q2Q067	P31249	1.0	0.001307
P03040	P01135	1.0	0.00406
P0C6Z9	Q9BV19	1.0	0.046171
Q1K9H6	O14818	1.0	0.999963
A0A0B6VHN8	P61956	1.0	0.999917
V5KTY7	O15294	1.0	0.996008
Q6SW66	P55036	1.0	0.99509
P89653	Q14457	1.0	0.792913
P15879	P11233	1.0	0.268188
P31345	O60684	1.0	0.999939
Q07041	P63208	1.0	0.999664
Q04040	Q9UHY1	1.0	0.999647
Q03340	P23458	1.0	0.994467
O41955	O00560	1.0	0.999008
P03224	Q9NSC5	1.0	0.536342
Q02840	Q15369	1.0	0.999619
Q69139	Q15942	1.0	0.999303
P04614	Q15369	1.0	0.999868
P0C723	Q9NPJ6	1.0	0.99991
Q05323	P82664	1.0	0.953138
P10189	Q16666	1.0	0.998955
P0C722	Q9UKK3	1.0	0.419978
H9XIJ5	P62937	1.0	0.999942
P13288	Q01831	1.0	0.918699
Q77HE9	Q9NWB7	1.0	0.173507
Q8JSN6	Q13123	1.0	0.999964
P0CK57	Q9BWM7	1.0	0.793029
A8CSJ8	Q9UHF1	1.0	0.037945
P03169	P23497	1.0	0.941396
P17362	A7MCY6	1.0	0.005597
Q77PA8	Q16611	1.0	0.272838
Q76QC2	Q09472	1.0	0.999071
O41966	P14625	1.0	0.999378
Q64866	Q9H7D0	1.0	0.701352
Q76RH1	P22392	1.0	0.995103
Q8JYI4	O75843	1.0	0.987826
Q1HVD1	Q12800	1.0	0.999164
Q3KSR8	Q9NRD5	1.0	0.998991
Q7LYY4	P17535	1.0	0.141687
P29128	Q13547	1.0	0.999155
Q6RZE7	P16333	1.0	0.735573
B8PZP6	P23458	1.0	0.981892
F5HFL9	Q15020	1.0	0.975834
F5HEU0	Q13087	1.0	0.002745
P68619	P33176	1.0	0.996608
Q66793	P01579	1.0	0.027881
B4URF7	Q5W0B1	1.0	0.740664
Q9IK90	Q9UPY3	1.0	0.993165
P0C746	P16220	1.0	0.997432
P03196	Q8N5R6	1.0	0.537805
O41939	Q7Z7A1	1.0	0.981793
P10205	Q8NFH5	1.0	0.674902
P03230	O43318	1.0	0.94941
Q1HVB3	P29597	1.0	0.990674
P04298	Q96RQ9	1.0	0.000699
P24738	Q15370	1.0	0.999698
P22575	P01730	1.0	0.1636
P03192	P05556	1.0	0.992081
F1BA48	O95786	1.0	0.720935
Q77GW0	Q8N8A2	1.0	0.011016
P03427	Q86V81	1.0	0.999877
P19552	P18615	1.0	0.998652
P30119	Q13137	1.0	0.999034
Q1HVG4	P62508	1.0	0.981375
Q9IH62	P52799	1.0	0.544826
Q00901	P11233	1.0	0.299367
P10208	Q9Y4K3	1.0	0.943074
Q89270	P51817	1.0	0.270339
P04488	Q8N5R6	1.0	0.986852
Q9WMB4	Q96PM5	1.0	0.159086
Q786F3	P11021	1.0	0.999665
Q3KSQ2	Q9Y3Q8	1.0	0.757882
P17384	P27694	1.0	0.997848
P68343	Q8IUQ4	1.0	0.998371
P0C734	P62136	1.0	0.999821
O41974	Q15369	1.0	0.999326
P14739	P13051	1.0	0.015862
Q76RJ0	Q7Z7L7	1.0	0.642864
Q67296	Q96B26	1.0	0.999856
Q20MC6	P43356	1.0	0.127925
P88950	P20226	1.0	0.994579
K4P3M7	Q09472	1.0	0.99933
Q9QAI2	P02647	1.0	0.973527
P88980	P07900	1.0	0.9999
Q711A3	P63244	1.0	0.999872
P68331	O95251	1.0	0.024744
A0A0B6VKE3	P11166	1.0	0.9835
P06791	Q96SB4	1.0	0.996389
Q77M19	Q9NZD2	1.0	0.005061
Q9DHW0	P01375	1.0	0.711725
P0DTC8	Q6ZXV5	1.0	0.335488
K9UT94	Q9H3P7	1.0	0.086906
P69697	Q13888	1.0	0.999517
P90463	P82909	1.0	0.97904
P10204	P35372	1.0	0.936123
Q2HR82	P17544	1.0	0.136006
P68716	P13861	1.0	0.018414
P0C6Z3	O43889	1.0	0.728671
P04663	P0DMV8	1.0	0.999873
P05905	P23193	1.0	0.999925
P0DTD3	O15552	1.0	0.231334
P88930	P22392	1.0	0.995103
Q68842	Q9BRP8	1.0	0.995948
P59633	P02768	1.0	0.991227
E5LBU3	Q9H6F5	1.0	0.471949
Q9IDV3	Q96RT1	1.0	0.99134
P20879	O15514	1.0	0.999692
Q85295	Q16611	1.0	0.272838
P89884	Q92905	1.0	0.999079
Q4VW77	P42224	1.0	0.999982
A0EXJ2	P49848	1.0	0.999902
O41963	P02647	1.0	0.974156
P04326	Q12824	1.0	0.999938
P03428	Q9NVP1	1.0	0.999982
Q84940	O95786	1.0	0.999067
P03199	P28799	1.0	0.982982
Q7TLC7	Q13561	1.0	0.809409
P90489	P51668	1.0	0.999512
O40948	Q96BQ5	1.0	0.472571
P69698	Q9H3P2	1.0	0.999717
P05908	Q8IXH7	1.0	0.999044
Q6TUZ6	Q14116	1.0	0.905131
D2K3S2	Q14209	1.0	0.182683
Q98157	Q8WV44	1.0	0.998566
P03177	Q8N5R6	1.0	0.981455
Q1HVD3	Q5R3I4	1.0	0.003003
P03200	Q8IUQ4	1.0	0.998911
Q02842	P12814	1.0	0.999171
A0A5J6DVR7	Q16666	1.0	0.998955
P20893	Q9Y5B0	1.0	0.992444
P29882	P07196	1.0	0.994032
P04608	P58876	1.0	0.999677
P10217	Q96IJ6	1.0	0.006205
P0C731	P01857	1.0	0.995319
P03207	P40123	1.0	0.703703
P03203	Q8N9N5	1.0	0.999248
P16778	Q07812	1.0	0.531327
Q2Q067	P31249	1.0	0.001307
P03040	P01135	1.0	0.00406
P0C6Z9	Q9BV19	1.0	0.046171
Q1K9H6	O14818	1.0	0.999963
A0A0B6VHN8	P61956	1.0	0.999917
V5KTY7	O15294	1.0	0.996008
Q6SW66	P55036	1.0	0.99509
P89653	Q14457	1.0	0.792913
P15879	P11233	1.0	0.268188
P31345	O60684	1.0	0.999939
Q07041	P63208	1.0	0.999664
Q04040	Q9UHY1	1.0	0.999647
Q03340	P23458	1.0	0.994467
O41955	O00560	1.0	0.999008
P03224	Q9NSC5	1.0	0.536342
Q02840	Q15369	1.0	0.999619
Q69139	Q15942	1.0	0.999303
P04614	Q15369	1.0	0.999868
P0C723	Q9NPJ6	1.0	0.99991
Q05323	P82664	1.0	0.953138
P10189	Q16666	1.0	0.998955
P0C722	Q9UKK3	1.0	0.419978
H9XIJ5	P62937	1.0	0.999942
P13288	Q01831	1.0	0.918699
Q77HE9	Q9NWB7	1.0	0.173507
Q8JSN6	Q13123	1.0	0.999964
P0CK57	Q9BWM7	1.0	0.793029
A8CSJ8	Q9UHF1	1.0	0.037945
P03169	P23497	1.0	0.941396
P17362	A7MCY6	1.0	0.005597
Q77PA8	Q16611	1.0	0.272838
Q76QC2	Q09472	1.0	0.999071
O41966	P14625	1.0	0.999378
Q64866	Q9H7D0	1.0	0.701352
Q76RH1	P22392	1.0	0.995103
Q8JYI4	O75843	1.0	0.987826
Q1HVD1	Q12800	1.0	0.999164
Q3KSR8	Q9NRD5	1.0	0.998991
Q7LYY4	P17535	1.0	0.141687
P29128	Q13547	1.0	0.999155
Q6RZE7	P16333	1.0	0.735573
B8PZP6	P23458	1.0	0.981892
F5HFL9	Q15020	1.0	0.975834
F5HEU0	Q13087	1.0	0.002745
P68619	P33176	1.0	0.996608
Q66793	P01579	1.0	0.027881
B4URF7	Q5W0B1	1.0	0.740664
Q9IK90	Q9UPY3	1.0	0.993165
P0C746	P16220	1.0	0.997432
P03196	Q8N5R6	1.0	0.537805
O41939	Q7Z7A1	1.0	0.981793
P10205	Q8NFH5	1.0	0.674902
P03230	O43318	1.0	0.94941
Q1HVB3	P29597	1.0	0.990674
P04298	Q96RQ9	1.0	0.000699
P24738	Q15370	1.0	0.999698
P22575	P01730	1.0	0.1636
P03192	P05556	1.0	0.992081
F1BA48	O95786	1.0	0.720935
Q77GW0	Q8N8A2	1.0	0.011016
AFD21991.1	A4D1F6	0.0	0.000235
AFD97613.1	A4D1F6	0.0	0.00052
YP_010097695.1	A4D1F6	0.0	2.5e-05
NP_597697.1	A4D1F6	0.0	3.5e-05
YP_182361.1	A4D1F6	0.0	3.7e-05
ACN89744.1	A4D1F6	0.0	0.000434
AEV54975.1	A4D1F6	0.0	0.001724
YP_010086168.1	A4D1F6	0.0	0.000117
YP_068116.1	A4D1F6	0.0	0.000197
YP_009072435.1	A4D1F6	0.0	1.5e-05
YP_010113361.1	A4D1F6	0.0	4.1e-05
YP_010113294.1	A4D1F6	0.0	3.7e-05
YP_008520228.1	A4D1F6	0.0	3.2e-05
YP_008492964.1	A4D1F6	0.0	1.7e-05
YP_010113423.1	A4D1F6	0.0	4.9e-05
YP_008888534.1	A4D1F6	0.0	1.9e-05
YP_010113360.1	A4D1F6	0.0	7.2e-05
NP_058429.1	A4D1F6	0.0	0.000424
YP_164631.1	A4D1F6	0.0	0.00013
YP_009553676.1	A4D1F6	0.0	4.6e-05
YP_214146.1	A4D1F6	0.0	3.4e-05
AIB07794.1	A4D1F6	0.0	0.000372
AFD22070.1	A4D1F6	0.0	3.3e-05
YP_010097118.1	A4D1F6	0.0	3.7e-05
AEV55000.1	A4D1F6	0.0	6.4e-05
YP_004346952.1	A4D1F6	0.0	4e-05
NP_570261.1	A4D1F6	0.0	0.000258
AP_000344.1	A4D1F6	0.0	0.00036
YP_008493017.1	A4D1F6	0.0	3.3e-05
YP_010113283.1	A4D1F6	0.0	3.5e-05
AP_000072.1	A4D1F6	0.0	8.4e-05
CAP08108.1	A4D1F6	0.0	7.8e-05
NP_570168.1	A4D1F6	0.0	0.000136
YP_214022.1	A4D1F6	0.0	6.5e-05
YP_009252296.1	A4D1F6	0.0	5.7e-05
YP_068214.1	A4D1F6	0.0	2.9e-05
YP_008798233.1	A4D1F6	0.0	0.000269
YP_009344946.1	A4D1F6	0.0	0.000228
AFV77574.1	A4D1F6	0.0	6.8e-05
YP_010097681.1	A4D1F6	0.0	2.1e-05
CAP08129.1	A4D1F6	0.0	1.9e-05
NP_598364.1	A4D1F6	0.0	0.000213
AEV55066.1	A4D1F6	0.0	0.000296
NP_066876.1	A4D1F6	0.0	0.000127
YP_004123736.1	A4D1F6	0.0	8.6e-05
YP_214039.1	A4D1F6	0.0	0.00016
YP_009552041.1	A4D1F6	0.0	0.001237
YP_009021237.1	A4D1F6	0.0	0.000401
YP_338083.1	A4D1F6	0.0	5.3e-05
YP_009140483.1	A4D1F6	0.0	0.000252
YP_008492963.1	A4D1F6	0.0	0.000113
NP_066877.1	A4D1F6	0.0	2.6e-05
YP_009408610.1	A4D1F6	0.0	0.000785
YP_005296345.1	A4D1F6	0.0	9.7e-05
BAA82905.1	A4D1F6	0.0	6.3e-05
YP_009703199.1	A4D1F6	0.0	8.1e-05
YP_068319.1	A4D1F6	0.0	0.000196
AIH06858.1	A4D1F6	0.0	0.000372
YP_068278.1	A4D1F6	0.0	4.7e-05
AGA15834.1	A4D1F6	0.0	0.000765
NP_108655.1	A4D1F6	0.0	5.9e-05
CAZ86712.1	A4D1F6	0.0	6.2e-05
NP_570184.1	A4D1F6	0.0	8.7e-05
YP_009344834.1	A4D1F6	0.0	0.00015
YP_009703067.1	A4D1F6	0.0	0.000109
BAA82940.1	A4D1F6	0.0	0.000127
ACN89719.1	A4D1F6	0.0	0.000427
YP_010113264.1	A4D1F6	0.0	8e-05
YP_008493023.1	A4D1F6	0.0	6.1e-05
YP_182372.1	A4D1F6	0.0	0.000124
ABU90816.1	A4D1F6	0.0	0.000184
YP_068363.1	A4D1F6	0.0	0.000119
YP_182341.1	A4D1F6	0.0	0.000129
AAY68300.1	A4D1F6	0.0	0.000494
YP_214100.1	A4D1F6	0.0	8.2e-05
AAD21356.1	A4D1F6	0.0	5.1e-05
AJB28750.1	A4D1F6	0.0	3.1e-05
YP_164634.1	A4D1F6	0.0	0.000151
YP_009552045.1	A4D1F6	0.0	8.6e-05
CAP08204.1	A4D1F6	0.0	2.7e-05
YP_009703105.1	A4D1F6	0.0	0.001023
AAD21332.1	A4D1F6	0.0	0.001129
YP_005296227.1	A4D1F6	0.0	5.5e-05
YP_068254.1	A4D1F6	0.0	8e-05
YP_006355434.1	A4D1F6	0.0	5.2e-05
YP_009551346.1	A4D1F6	0.0	9.6e-05
YP_068104.1	A4D1F6	0.0	0.00114
YP_001033973.1	A4D1F6	0.0	9e-05
AFD21925.1	A4D1F6	0.0	0.000197
AAF19392.1	A4D1F6	0.0	0.000223
YP_182344.2	A4D1F6	0.0	0.000141
YP_008145321.1	A4D1F6	0.0	6.8e-05
YP_182340.1	A4D1F6	0.0	0.000114
AAD21387.1	A4D1F6	0.0	0.000205
YP_007518086.1	A4D1F6	0.0	0.000162
AP_000238.1	A4D1F6	0.0	0.000173
YP_004123752.1	A4D1F6	0.0	0.000128
YP_009252243.1	A4D1F6	0.0	3.7e-05
YP_068108.1	A4D1F6	0.0	4.3e-05
AFD22121.1	A4D1F6	0.0	0.000193
YP_001033949.1	A4D1F6	0.0	6.4e-05
YP_009449561.1	A4D1F6	0.0	3.4e-05
YP_009508497.1	A4D1F6	0.0	0.001253
YP_010097653.1	A4D1F6	0.0	2.9e-05
NP_044202.1	A4D1F6	0.0	3.8e-05
BAA82941.1	A4D1F6	0.0	2.6e-05
YP_010097121.1	A4D1F6	0.0	6.9e-05
YP_214150.1	A4D1F6	0.0	3e-05
YP_009824985.1	A4D1F6	0.0	0.000581
YP_008492972.1	A4D1F6	0.0	7e-06
YP_009703119.1	A4D1F6	0.0	2.3e-05
YP_068306.1	A4D1F6	0.0	5.3e-05
AP_000055.1	A4D1F6	0.0	3.5e-05
NP_108677.1	A4D1F6	0.0	4.8e-05
YP_008145317.1	A4D1F6	0.0	1.5e-05
NP_570746.1	A4D1F6	0.0	0.001129
YP_010097069.1	A4D1F6	0.0	2.1e-05
YP_009054988.1	A4D1F6	0.0	1.1e-05
YP_009513022.1	A4D1F6	0.0	0.000372
YP_005296239.1	A4D1F6	0.0	0.000176
YP_068386.1	A4D1F6	0.0	0.000146
YP_010113327.1	A4D1F6	0.0	3.9e-05
ACU27443.1	A4D1F6	0.0	0.000373
CAP08159.1	A4D1F6	0.0	7.4e-05
YP_182347.1	A4D1F6	0.0	5.9e-05
YP_004021925.1	A4D1F6	0.0	4.8e-05
YP_009703174.1	A4D1F6	0.0	0.000132
YP_214163.1	A4D1F6	0.0	0.000134
AP_000618.1	A4D1F6	0.0	0.000178
BAA82891.1	A4D1F6	0.0	9.5e-05
AIY35098.1	A4D1F6	0.0	4.8e-05
NP_066842.1	A4D1F6	0.0	0.000205
YP_009021235.1	A4D1F6	0.0	0.001338
YP_009344872.1	A4D1F6	0.0	0.000883
YP_003587901.1	A4D1F6	0.0	3.1e-05
YP_009703176.1	A4D1F6	0.0	0.000287
ACN89712.1	A4D1F6	0.0	0.000581
YP_009505678.1	A4D1F6	0.0	0.000506
AP_000340.1	A4D1F6	0.0	3.6e-05
YP_010113399.1	A4D1F6	0.0	2.3e-05
YP_003778193.1	A4D1F6	0.0	0.000727
ACN89756.1	A4D1F6	0.0	0.000581
YP_001033941.1	A4D1F6	0.0	0.00046
YP_001033932.1	A4D1F6	0.0	5.2e-05
YP_068141.1	A4D1F6	0.0	5.6e-05
YP_214046.1	A4D1F6	0.0	7e-05
YP_009344866.1	A4D1F6	0.0	1.3e-05
BAA82906.1	A4D1F6	0.0	0.000205
CAP08045.1	A4D1F6	0.0	2.1e-05
YP_010113281.1	A4D1F6	0.0	1.2e-05
AKA44547.1	A4D1F6	0.0	0.000553
YP_008520239.1	A4D1F6	0.0	6e-05
YP_009553674.1	A4D1F6	0.0	0.000181
YP_068110.1	A4D1F6	0.0	0.000189
AFD21959.1	A4D1F6	0.0	0.000204
AEV55057.1	A4D1F6	0.0	6.1e-05
YP_164629.1	A4D1F6	0.0	0.00038
YP_010097629.1	A4D1F6	0.0	9.4e-05
YP_068256.1	A4D1F6	0.0	8.6e-05
YP_010113271.1	A4D1F6	0.0	3.9e-05
NP_570179.1	A4D1F6	0.0	0.000111
YP_068145.1	A4D1F6	0.0	0.000595
YP_007195268.1	A4D1F6	0.0	0.000686
YP_068340.1	A4D1F6	0.0	0.001224
YP_003896052.1	A4D1F6	0.0	8e-06
AAD03087.1	A4D1F6	0.0	7.6e-05
YP_009130678.1	A4D1F6	0.0	8.2e-05
YP_068235.1	A4D1F6	0.0	5.9e-05
YP_010113350.1	A4D1F6	0.0	2e-05
YP_010113324.1	A4D1F6	0.0	0.000112
NP_056817.2	A4D1F6	0.0	3.1e-05
AFD21876.1	A4D1F6	0.0	3.9e-05
AIY35074.1	A4D1F6	0.0	3.8e-05
YP_214093.1	A4D1F6	0.0	3e-05
YP_214166.1	A4D1F6	0.0	7.4e-05
YP_009252292.1	A4D1F6	0.0	3.9e-05
YP_008492997.1	A4D1F6	0.0	0.000142
ACN89698.1	A4D1F6	0.0	0.000427
YP_010097129.1	A4D1F6	0.0	2.7e-05
AEV55073.1	A4D1F6	0.0	6.1e-05
YP_009505580.1	A4D1F6	0.0	2e-05
YP_004895376.1	A4D1F6	0.0	0.001942
AP_000249.1	A4D1F6	0.0	5.3e-05
YP_010097083.1	A4D1F6	0.0	0.000153
YP_068265.1	A4D1F6	0.0	7.7e-05
NP_570806.1	A4D1F6	0.0	0.000353
NP_598360.1	A4D1F6	0.0	0.000138
YP_009513225.1	A4D1F6	0.0	7.4e-05
AKA97939.1	A4D1F6	0.0	0.000372
NP_041233.1	A4D1F6	0.0	0.000763
YP_009109575.1	A4D1F6	0.0	6.9e-05
YP_068200.1	A4D1F6	0.0	0.000445
AFD21973.1	A4D1F6	0.0	4.5e-05
YP_010113365.1	A4D1F6	0.0	0.000118
YP_067939.1	A4D1F6	0.0	0.001046
YP_068391.1	A4D1F6	0.0	3.3e-05
YP_214165.1	A4D1F6	0.0	2.7e-05
NP_066834.1	A4D1F6	0.0	0.000204
YP_009552036.1	A4D1F6	0.0	0.000194
YP_214015.1	A4D1F6	0.0	8e-05
CAP08122.1	A4D1F6	0.0	9.9e-05
YP_009552746.1	A4D1F6	0.0	4e-05
YP_010113277.1	A4D1F6	0.0	1.3e-05
AAD03085.1	A4D1F6	0.0	0.556094
YP_009703110.1	A4D1F6	0.0	0.000295
YP_009703097.1	A4D1F6	0.0	0.000231
AER30026.1	A4D1F6	0.0	6.9e-05
YP_010097106.1	A4D1F6	0.0	4.4e-05
YP_008136235.1	A4D1F6	0.0	1.4e-05
YP_009703093.1	A4D1F6	0.0	7.3e-05
YP_008492953.1	A4D1F6	0.0	4e-05
YP_008492952.1	A4D1F6	0.0	4.6e-05
YP_010113407.1	A4D1F6	0.0	3.5e-05
AAF19391.1	A4D1F6	0.0	0.000338
YP_009703175.1	A4D1F6	0.0	9.7e-05
YP_068261.1	A4D1F6	0.0	8.3e-05
YP_008136233.1	A4D1F6	0.0	3.9e-05
NP_015539.1	A4D1F6	0.0	0.00036
YP_068369.1	A4D1F6	0.0	7.7e-05
YP_010113290.1	A4D1F6	0.0	4.3e-05
YP_008492946.1	A4D1F6	0.0	5.5e-05
YP_009552123.1	A4D1F6	0.0	0.000248
AFD22056.1	A4D1F6	0.0	0.000216
CAP08074.1	A4D1F6	0.0	2.3e-05
AP_000063.1	A4D1F6	0.0	0.0001
YP_003587831.1	A4D1F6	0.0	3.7e-05
NP_570755.1	A4D1F6	0.0	0.001162
YP_214012.1	A4D1F6	0.0	4.6e-05
YP_005296189.1	A4D1F6	0.0	0.000102
YP_010086829.1	A4D1F6	0.0	0.000203
YP_009010969.1	A4D1F6	0.0	0.000122
NP_066827.1	A4D1F6	0.0	6.2e-05
YP_068011.1	A4D1F6	0.0	3.9e-05
NP_570169.1	A4D1F6	0.0	9.6e-05
YP_009252289.1	A4D1F6	0.0	3.6e-05
YP_010113393.1	A4D1F6	0.0	6.7e-05
YP_010113378.1	A4D1F6	0.0	1.6e-05
YP_068228.1	A4D1F6	0.0	3.8e-05
