virus_unid	human_unid	group	label	human_cluster
NP_066827.1	Q13094	gp_4	0.0	Q13094
YP_068011.1	Q53HC9	gp_4	0.0	Q53HC9
NP_570169.1	A6NJG6	gp_4	0.0	A6NJG6
YP_009252289.1	Q15695	gp_4	0.0	Q15695
YP_010113393.1	Q9UNN5	gp_4	0.0	Q9UNN5
YP_010113378.1	Q13698	gp_4	0.0	Q01668
YP_068228.1	Q9NPD3	gp_4	0.0	Q9NPD3
CAP08078.1	Q96HI0	gp_4	0.0	Q96HI0
AEV54991.1	Q96PY6	gp_4	0.0	Q96PY6
NP_570175.1	Q9UBQ0	gp_4	0.0	Q9UBQ0
YP_209236.1	Q6ZN84	gp_4	0.0	Q6ZN84
AAD03070.1	Q16600	gp_4	0.0	Q16600
YP_182385.1	Q9Y5B8	gp_4	0.0	Q9Y5B8
NP_040835.1	Q9ULA0	gp_4	0.0	Q9ULA0
AIB07808.1	Q13094	gp_4	0.0	Q13094
YP_068260.1	Q96A73	gp_4	0.0	Q96A73
AIT11901.1	Q6PIL6	gp_4	0.0	Q9NZI2
YP_009199248.1	Q9UL59	gp_4	0.0	Q9UL59
CAZ86703.1	P27918	gp_4	0.0	P27918
AFD22154.1	P15056	gp_4	0.0	P15056
YP_068224.1	O95396	gp_4	0.0	O95396
YP_010097087.1	O14548	gp_4	0.0	O14548
YP_010113348.1	P33552	gp_4	0.0	P33552
AEV55043.1	Q96JX3	gp_4	0.0	Q96JX3
YP_009344928.1	Q9Y6Q6	gp_4	0.0	Q9Y6Q6
ACN89773.1	P11678	gp_4	0.0	P22079
AEV55025.1	Q9Y397	gp_4	0.0	Q9Y397
AFW97364.1	Q8IWL8	gp_4	0.0	Q8IWL8
YP_009703180.1	O43680	gp_4	0.0	O43680
YP_010086094.1	Q9ULN7	gp_4	0.0	Q9ULN7
YP_001033981.1	O95436	gp_4	0.0	O95436
AP_000257.1	Q5VTQ0	gp_4	0.0	Q5SRH9
YP_010113419.1	P25100	gp_4	0.0	P25100
AEV55079.1	Q16827	gp_4	0.0	Q16827
NP_108660.1	Q92576	gp_4	0.0	Q92576
YP_009224.1	P22891	gp_4	0.0	P22891
AAD12315.1	P03928	gp_4	0.0	P03928
YP_068206.1	P62312	gp_4	0.0	P62312
ABU90817.1	Q13094	gp_4	0.0	Q13094
YP_005296231.1	Q5BIV9	gp_4	0.0	Q5BIV9
YP_010113384.1	Q7Z3Z4	gp_4	0.0	Q7Z3Z4
CAP08164.1	Q8IXQ5	gp_4	0.0	Q8IXQ5
YP_010097691.1	P54278	gp_4	0.0	P54278
CAP08051.1	Q9GZP1	gp_4	0.0	Q9GZP1
CAP08048.1	Q8NFZ8	gp_4	0.0	Q8NFZ8
NP_044209.1	O00757	gp_4	0.0	P09467
CAP08205.1	Q9NPD3	gp_4	0.0	Q9NPD3
YP_009508493.1	O00322	gp_4	0.0	O00322
NP_570801.1	Q96QH2	gp_4	0.0	Q96QH2
NP_598363.1	Q8TDS7	gp_4	0.0	Q8TDS7
YP_009046819.1	Q14997	gp_4	0.0	Q14997
ACU27444.1	P24394	gp_4	0.0	P24394
BAA82948.1	Q9P0M9	gp_4	0.0	Q9P0M9
YP_009507375.1	Q16538	gp_4	0.0	Q16538
YP_214090.1	Q15695	gp_4	0.0	Q15695
NP_570792.1	P00750	gp_4	0.0	P00750
YP_009552034.1	P20265	gp_4	0.0	P49335
BAA82915.1	P23280	gp_4	0.0	P23280
YP_008520240.1	P46094	gp_4	0.0	P46094
ACU27441.1	P09564	gp_4	0.0	P09564
YP_009344875.1	Q9Y397	gp_4	0.0	Q9Y397
YP_005296352.1	Q96SL4	gp_4	0.0	Q96SL4
YP_182348.1	Q8IYG6	gp_4	0.0	Q8IYG6
AP_000064.1	Q9NV79	gp_4	0.0	Q9NV79
YP_214031.1	P56180	gp_4	0.0	Q6XPS3
AHL38182.1	P01602	gp_4	0.0	P01602
YP_068150.1	Q8NFU5	gp_4	0.0	Q8NFU5
YP_010097084.1	Q8IVE3	gp_4	0.0	Q8IVE3
AEV54971.1	Q14147	gp_4	0.0	Q14147
YP_009703131.1	Q16849	gp_4	0.0	Q16849
AIY35089.1	Q9UJA5	gp_4	0.0	Q9UJA5
YP_008492990.1	P25021	gp_4	0.0	P25021
NP_058425.1	Q13936	gp_4	0.0	Q01668
AFD21939.1	Q5T4D3	gp_4	0.0	Q5T4D3
AAD03063.1	Q96S95	gp_4	0.0	Q96S95
AFD22135.1	O75309	gp_4	0.0	O75309
YP_009252258.1	Q9Y2C9	gp_4	0.0	Q15399
YP_009337829.1	Q9NUJ3	gp_4	0.0	Q8WWU5
CAP08065.1	Q587J7	gp_4	0.0	Q587J7
NP_570178.1	P52798	gp_4	0.0	P52798
YP_067966.1	Q96S95	gp_4	0.0	Q96S95
AAT70776.1	Q8NCN5	gp_4	0.0	Q8NCN5
CAP08138.1	Q9BRX2	gp_4	0.0	Q9BRX2
NP_066911.1	Q8NEW7	gp_4	0.0	Q8NEW7
YP_009227130.1	Q70EK9	gp_4	0.0	Q70EK9
NP_066851.1	Q8IXH6	gp_4	0.0	Q8IXH6
AFD22024.1	P51686	gp_4	0.0	P51686
CAP08058.1	O15178	gp_4	0.0	O15178
YP_009344931.1	Q8N475	gp_4	0.0	Q8N475
AAD03081.1	Q6NUI6	gp_4	0.0	Q6NUI6
YP_009552038.1	Q7RTY7	gp_4	0.0	Q7RTY7
AFD22005.1	Q9BSU1	gp_4	0.0	Q9BSU1
AP_000626.1	Q8IX90	gp_4	0.0	Q8IX90
AP_000338.1	Q9UDR5	gp_4	0.0	Q9UDR5
AAD03089.1	O14709	gp_4	0.0	O14709
YP_010113257.1	Q9BYT3	gp_4	0.0	Q9BYT3
YP_008520221.1	Q9NZI2	gp_4	0.0	Q9NZI2
CAP08132.1	Q9H2J7	gp_4	0.0	Q695T7
YP_010113263.1	Q9BSU1	gp_4	0.0	Q9BSU1
YP_010097097.1	P20827	gp_4	0.0	P20827
NP_570296.1	Q16827	gp_4	0.0	Q16827
AP_000615.1	Q8TCU5	gp_4	0.0	Q8TCU5
AP_000635.1	A8MYU2	gp_4	0.0	A8MYU2
AEV55033.1	Q5SRH9	gp_4	0.0	Q5SRH9
YP_009825002.1	Q8WXC3	gp_4	0.0	Q8WXC3
ACN89766.1	Q8IWF2	gp_4	0.0	Q8IWF2
YP_005296373.1	Q86VQ0	gp_4	0.0	Q86VQ0
YP_214085.1	Q16653	gp_4	0.0	Q16653
YP_009344858.1	Q8N475	gp_4	0.0	Q8N475
YP_068165.1	Q8NEL9	gp_4	0.0	Q8NEL9
YP_009241384.1	P46663	gp_4	0.0	P46663
AIY35104.1	Q9ULA0	gp_4	0.0	Q9ULA0
YP_010113335.1	Q49AM1	gp_4	0.0	Q49AM1
AAD21378.1	Q70YC5	gp_4	0.0	Q70YC5
YP_009552781.1	P16157	gp_4	0.0	P16157
YP_009703059.1	Q9BT17	gp_4	0.0	Q9BT17
ACN89726.1	Q16827	gp_4	0.0	Q16827
YP_009551344.1	P03999	gp_4	0.0	P08100
YP_068347.1	Q8NFW5	gp_4	0.0	Q8NFW5
AEV55046.1	Q07108	gp_4	0.0	Q07108
AKA44548.1	Q13519	gp_4	0.0	Q13519
YP_010097100.1	Q96QS3	gp_4	0.0	Q96QS3
YP_214041.1	Q9NQZ7	gp_4	0.0	Q9NQZ7
AP_000349.1	Q5TF21	gp_4	0.0	Q5TF21
NP_108671.1	Q8NFG4	gp_4	0.0	Q8NFG4
YP_009203.1	P49961	gp_4	0.0	Q5MY95
YP_010771317.1	Q5T1V6	gp_4	0.0	Q5T1V6
YP_214009.1	P25021	gp_4	0.0	P25021
YP_009344915.1	Q8NEW7	gp_4	0.0	Q8NEW7
YP_009480532.1	P49815	gp_4	0.0	P49815
AAD21360.1	O43916	gp_4	0.0	O43916
YP_010097075.1	Q9UJ70	gp_4	0.0	Q9UJ70
YP_009344865.1	Q7Z3Z4	gp_4	0.0	Q7Z3Z4
AP_000611.1	Q9BV40	gp_4	0.0	Q9BV40
YP_004857845.1	Q9NYL4	gp_4	0.0	Q9NYL4
YP_001033939.1	Q8NFG4	gp_4	0.0	Q8NFG4
YP_009344938.1	P07949	gp_4	0.0	P07949
YP_004123740.1	P37059	gp_4	0.0	P37059
AP_000627.1	Q9NQI0	gp_4	0.0	Q9NQI0
YP_068280.1	Q9BPZ7	gp_4	0.0	Q9BPZ7
BAA82907.1	Q8IVP9	gp_4	0.0	E7ETH6
YP_009344876.1	Q9NP71	gp_4	0.0	Q9NP71
YP_009344850.1	Q9H300	gp_4	0.0	Q9H300
ACU27448.1	Q8N4F0	gp_4	0.0	Q8N4F0
YP_010097656.1	Q9H2J7	gp_4	0.0	Q695T7
AP_000048.1	P01876	gp_4	0.0	P01877
YP_009703112.1	P11678	gp_4	0.0	P22079
YP_008492947.1	Q4KMP7	gp_4	0.0	Q4KMP7
CAP08063.1	Q2M1V0	gp_4	0.0	Q2M1V0
YP_009010970.1	Q5MY95	gp_4	0.0	Q5MY95
AAD03073.1	P26842	gp_4	0.0	P26842
NP_598359.1	O60674	gp_4	0.0	O60674
YP_009703129.1	Q96MU8	gp_4	0.0	Q96MU8
YP_008492968.1	O14514	gp_4	0.0	O60242
YP_010097636.1	Q8IXQ5	gp_4	0.0	Q8IXQ5
YP_004895383.1	Q8TCU5	gp_4	0.0	Q8TCU5
YP_009337630.1	P07101	gp_4	0.0	P07101
YP_009703210.1	Q8N2Y8	gp_4	0.0	Q8N2Y8
YP_009046820.1	Q8TF39	gp_4	0.0	Q8TF39
YP_010113304.1	Q8WXX7	gp_4	0.0	Q8WXX7
AAD12311.1	Q5VVQ6	gp_4	0.0	Q5VVQ6
NP_015551.1	P20265	gp_4	0.0	P49335
YP_717904.1	A6NFQ7	gp_4	0.0	A6NFQ7
YP_068242.1	P0DN77	gp_4	0.0	P08100
YP_009703202.1	Q9Y2C9	gp_4	0.0	Q15399
AIB07801.1	Q6NXT1	gp_4	0.0	Q6NXT1
AIY35068.1	Q6P3W2	gp_4	0.0	Q6P3W2
YP_009109594.1	Q9Y3C7	gp_4	0.0	Q9Y3C7
YP_005296219.1	O94844	gp_4	0.0	O94844
YP_010097127.1	Q8N0Z9	gp_4	0.0	Q8N0Z9
AAD21341.1	Q86V35	gp_4	0.0	Q86V35
YP_008492948.1	O14543	gp_4	0.0	O14543
YP_068133.1	Q8N4L4	gp_4	0.0	Q8N4L4
YP_007518072.1	P20265	gp_4	0.0	P49335
YP_068097.1	P01876	gp_4	0.0	P01877
AIY35083.1	O43680	gp_4	0.0	O43680
YP_010113307.1	Q9HAC8	gp_4	0.0	Q9HAC8
YP_009505572.1	Q9UBC0	gp_4	0.0	Q9UBC0
CAP08072.1	O14548	gp_4	0.0	O14548
YP_010113370.1	Q6UXN8	gp_4	0.0	Q6UXN8
YP_005296206.1	Q5VT99	gp_4	0.0	Q5VT99
YP_009001466.1	Q9BX51	gp_4	0.0	Q14390
AFV77576.1	Q9UBF9	gp_4	0.0	Q9UBF9
YP_009344907.1	P16157	gp_4	0.0	P16157
NP_015533.1	P27918	gp_4	0.0	P27918
YP_010113387.1	Q8NAF0	gp_4	0.0	Q8NAF0
YP_009553272.1	P01286	gp_4	0.0	P01286
YP_006331067.1	Q70EL1	gp_4	0.0	Q70EL1
YP_001033974.1	P05164	gp_4	0.0	P22079
AP_000250.1	A6NI56	gp_4	0.0	A6NI56
AP_000363.1	Q9UBX0	gp_4	0.0	Q9UBX0
YP_001034009.1	Q16570	gp_4	0.0	Q16570
NP_044191.1	Q8N9V6	gp_4	0.0	Q8N9V6
YP_005296309.1	O43681	gp_4	0.0	O43681
AEV54984.1	P18627	gp_4	0.0	P18627
YP_009552043.1	Q14999	gp_4	0.0	Q14999
YP_068243.1	Q9H3G5	gp_4	0.0	Q9H3G5
AFD21908.1	Q9BVM4	gp_4	0.0	Q9BVM4
YP_009703198.1	P52961	gp_4	0.0	P52961
AJB28749.1	Q6IC83	gp_4	0.0	Q6IC83
YP_010113415.1	Q8WXC3	gp_4	0.0	Q8WXC3
AEV54993.1	Q9BTN0	gp_4	0.0	Q9BTN0
YP_009703184.1	Q8NEV9	gp_4	0.0	Q8NEV9
YP_214042.1	P30542	gp_4	0.0	P30542
NP_015545.1	Q9Y2U9	gp_4	0.0	Q8N7A1
YP_009252274.1	Q58F21	gp_4	0.0	Q58F21
YP_009021239.1	Q92949	gp_4	0.0	Q92949
AAD12309.1	Q9H792	gp_4	0.0	Q9H792
ABG89313.1	Q6NYC1	gp_4	0.0	Q6NYC1
NP_044187.1	Q8IVE3	gp_4	0.0	Q8IVE3
YP_068296.1	Q96FE5	gp_4	0.0	Q6UY18
ACN89738.1	Q8IZT8	gp_4	0.0	Q8IZT8
AFD21894.1	P43351	gp_4	0.0	P43351
BAA82898.1	Q8WWF6	gp_4	0.0	Q8WWF6
YP_067910.1	Q9BWQ6	gp_4	0.0	Q9BWQ6
YP_009344883.1	Q96MM7	gp_4	0.0	Q96MM7
YP_006331069.1	Q6FI81	gp_4	0.0	Q6FI81
YP_005296344.1	P26441	gp_4	0.0	P26441
YP_009703186.1	Q7Z736	gp_4	0.0	Q7Z736
YP_009703124.1	P09564	gp_4	0.0	P09564
YP_001648803.1	Q8NEM7	gp_4	0.0	Q8NEM7
AFD22103.1	O15353	gp_4	0.0	O15353
YP_009126909.1	P46020	gp_4	0.0	P46020
YP_010113374.1	O75509	gp_4	0.0	O75509
NP_066884.1	Q6IQ21	gp_4	0.0	Q6IQ21
YP_009703179.1	Q969V4	gp_4	0.0	Q969V4
YP_068276.1	Q9Y2C9	gp_4	0.0	Q15399
YP_010113303.1	P03971	gp_4	0.0	P03971
YP_009344940.1	Q92794	gp_4	0.0	Q8WYB5
YP_214057.2	Q96KM6	gp_4	0.0	Q96KM6
AP_000052.1	P09564	gp_4	0.0	P09564
NP_066841.1	P12838	gp_4	0.0	P12838
YP_068315.1	Q8TCU5	gp_4	0.0	Q8TCU5
YP_010113340.1	Q96HI0	gp_4	0.0	Q96HI0
NP_570774.1	P50553	gp_4	0.0	P50553
AEV54992.1	Q96H12	gp_4	0.0	Q96H12
YP_010113394.1	Q9NZH6	gp_4	0.0	Q9NZH6
YP_214071.1	Q9GZS1	gp_4	0.0	Q9GZS1
ADE18857.1	Q6PCE3	gp_4	0.0	Q6PCE3
YP_010097059.1	Q9H2A7	gp_4	0.0	Q9H2A7
AEP82751.1	Q9UJN7	gp_4	0.0	Q9UJN7
YP_009337634.1	P51452	gp_4	0.0	P51452
YP_067926.1	Q8NB90	gp_4	0.0	Q8NB90
AFD22088.1	Q86YJ5	gp_4	0.0	Q86YJ5
ACN89687.1	P22079	gp_4	0.0	P22079
YP_214029.1	O75593	gp_4	0.0	O75593
YP_009252230.1	Q9Y586	gp_4	0.0	Q9Y586
YP_004346941.1	Q969N4	gp_4	0.0	O14804
YP_009944252.1	O60759	gp_4	0.0	O60759
YP_010113287.1	Q9NYP9	gp_4	0.0	Q9NYP9
NP_066843.1	Q96DG6	gp_4	0.0	Q96DG6
YP_009337825.1	Q9Y6A5	gp_4	0.0	Q9Y6A5
YP_068003.1	Q12767	gp_4	0.0	Q12767
YP_001033940.1	O75807	gp_4	0.0	O75807
AAD21392.1	Q13021	gp_4	0.0	Q13021
YP_010097103.1	Q9BX95	gp_4	0.0	Q9BX95
YP_214027.1	Q2M1V0	gp_4	0.0	Q2M1V0
YP_010097114.1	P01008	gp_4	0.0	P01008
YP_009109619.1	Q8NEZ2	gp_4	0.0	Q8NEZ2
AAD03062.1	Q9NYP9	gp_4	0.0	Q9NYP9
YP_009553262.1	Q8N0Y2	gp_4	0.0	Q8N0Y2
YP_009252302.1	Q15695	gp_4	0.0	Q15695
AIB07786.1	Q9BWQ6	gp_4	0.0	Q9BWQ6
YP_005296343.1	Q9P2L0	gp_4	0.0	Q9P2L0
YP_010113353.1	O94989	gp_4	0.0	O94989
AFD22038.1	Q9NPR9	gp_4	0.0	Q9NPR9
NP_570770.1	Q96D03	gp_4	0.0	Q96D03
CAP08183.1	Q5T3J3	gp_4	0.0	Q5T3J3
YP_010113351.1	Q2I0M4	gp_4	0.0	Q2I0M4
YP_009513226.1	O43781	gp_4	0.0	O43781
YP_214127.1	Q9H425	gp_4	0.0	Q9H425
AHM88401.1	Q9BZV1	gp_4	0.0	Q9BZV1
YP_009344945.1	Q9BSU1	gp_4	0.0	Q9BSU1
AFD97613.1	Q9NX18	gp_4	0.0	Q9NX18
AFD21991.1	Q96QS3	gp_4	0.0	Q96QS3
YP_010097695.1	Q8WWU5	gp_4	0.0	Q8WWU5
NP_597697.1	Q8IX90	gp_4	0.0	Q8IX90
YP_182361.1	Q9UDY8	gp_4	0.0	Q9UDY8
ACN89744.1	Q6UW49	gp_4	0.0	Q6UW49
AEV54975.1	P40933	gp_4	0.0	P40933
YP_010086168.1	Q9NZH6	gp_4	0.0	Q9NZH6
YP_068116.1	O00757	gp_4	0.0	P09467
YP_009072435.1	Q16553	gp_4	0.0	Q16553
YP_010113361.1	Q9BWQ6	gp_4	0.0	Q9BWQ6
YP_010113294.1	Q8TF39	gp_4	0.0	Q8TF39
YP_008520228.1	Q96JL9	gp_4	0.0	Q96JL9
YP_008492964.1	Q9NZH6	gp_4	0.0	Q9NZH6
YP_010113423.1	Q7L311	gp_4	0.0	Q7L311
YP_008888534.1	Q96IG2	gp_4	0.0	Q9UKC9
YP_010113360.1	Q6PCE3	gp_4	0.0	Q6PCE3
NP_058429.1	Q8NFW5	gp_4	0.0	Q8NFW5
YP_164631.1	P00746	gp_4	0.0	P00746
YP_009553676.1	A0A0C4DH68	gp_4	0.0	P01602
YP_214146.1	Q86TB9	gp_4	0.0	Q86TB9
AIB07794.1	Q96BY7	gp_4	0.0	Q96BY7
AFD22070.1	Q9UJ70	gp_4	0.0	Q9UJ70
YP_010097118.1	Q8IXQ5	gp_4	0.0	Q8IXQ5
AEV55000.1	Q9Y4C1	gp_4	0.0	Q9Y4C1
YP_004346952.1	Q8N539	gp_4	0.0	Q8N539
NP_570261.1	Q8IZP9	gp_4	0.0	Q8IZP9
AP_000344.1	P26842	gp_4	0.0	P26842
YP_008493017.1	Q6P3W2	gp_4	0.0	Q6P3W2
YP_010113283.1	Q9BRX9	gp_4	0.0	Q9BRX9
AP_000072.1	P01602	gp_4	0.0	P01602
CAP08108.1	P18627	gp_4	0.0	P18627
NP_570168.1	P12277	gp_4	0.0	P06732
YP_214022.1	P25100	gp_4	0.0	P25100
YP_009252296.1	Q9NQI0	gp_4	0.0	Q9NQI0
YP_068214.1	Q8IZ02	gp_4	0.0	Q8IZ02
YP_008798233.1	O43151	gp_4	0.0	O43151
CAP08129.1	P26715	gp_4	0.0	P26715
YP_010097681.1	Q8NC26	gp_4	0.0	Q8NC26
AFV77574.1	Q2M1V0	gp_4	0.0	Q2M1V0
YP_009344946.1	Q6Q8B3	gp_4	0.0	Q6Q8B3
NP_598364.1	Q8WUA4	gp_4	0.0	Q8WUA4
YP_214039.1	Q92508	gp_4	0.0	Q92508
NP_066876.1	Q96CN5	gp_4	0.0	Q96CN5
YP_004123736.1	P46094	gp_4	0.0	P46094
AEV55066.1	Q9UHW5	gp_4	0.0	Q9UHW5
YP_009552041.1	A6NK59	gp_4	0.0	A6NK59
YP_009021237.1	Q9UKC9	gp_4	0.0	Q9UKC9
YP_338083.1	O95848	gp_4	0.0	O95848
YP_009140483.1	Q9BSU1	gp_4	0.0	Q9BSU1
YP_008492963.1	O60293	gp_4	0.0	O60293
NP_066877.1	Q7Z333	gp_4	0.0	Q7Z333
YP_009408610.1	Q96S95	gp_4	0.0	Q96S95
YP_005296345.1	Q14999	gp_4	0.0	Q14999
BAA82905.1	Q8NDX6	gp_4	0.0	Q8NDX6
YP_009703199.1	Q9NX95	gp_4	0.0	Q9NX95
YP_068319.1	P51884	gp_4	0.0	P51884
AIH06858.1	P46663	gp_4	0.0	P46663
YP_068278.1	Q9Y6J0	gp_4	0.0	Q9Y6J0
AGA15834.1	O14514	gp_4	0.0	O60242
NP_108655.1	Q6ZS94	gp_4	0.0	Q6ZS94
CAZ86712.1	P49747	gp_4	0.0	P49747
NP_570184.1	Q06828	gp_4	0.0	P51884
YP_009344834.1	P59534	gp_4	0.0	P59534
YP_009703067.1	Q9Y6G3	gp_4	0.0	Q9Y6G3
BAA82940.1	Q96BM1	gp_4	0.0	Q96BM1
ACN89719.1	Q9ULL1	gp_4	0.0	Q9ULL1
YP_010113264.1	P58062	gp_4	0.0	P58062
YP_008493023.1	P19526	gp_4	0.0	P19526
YP_182372.1	Q9BYT3	gp_4	0.0	Q9BYT3
ABU90816.1	Q9HCI7	gp_4	0.0	Q9HCI7
YP_182341.1	Q86T26	gp_4	0.0	Q86T26
YP_068363.1	Q5VVQ6	gp_4	0.0	Q5VVQ6
AAY68300.1	P12532	gp_4	0.0	P06732
YP_214100.1	Q8NCN5	gp_4	0.0	Q8NCN5
AAD21356.1	Q8WXC3	gp_4	0.0	Q8WXC3
AJB28750.1	P01008	gp_4	0.0	P01008
YP_164634.1	P62312	gp_4	0.0	P62312
YP_009552045.1	P35590	gp_4	0.0	Q02763
CAP08204.1	Q92521	gp_4	0.0	Q92521
YP_009703105.1	O14804	gp_4	0.0	O14804
AAD21332.1	Q9Y2I6	gp_4	0.0	Q9Y2I6
YP_005296227.1	Q92932	gp_4	0.0	Q16849
YP_068254.1	P33552	gp_4	0.0	P33552
YP_006355434.1	Q9P2L0	gp_4	0.0	Q9P2L0
YP_009551346.1	Q9H061	gp_4	0.0	Q9H061
YP_068104.1	Q9UGM3	gp_4	0.0	Q9UGM3
YP_001033973.1	P43351	gp_4	0.0	P43351
AFD21925.1	Q9Y342	gp_4	0.0	Q9Y342
AAF19392.1	Q5TF21	gp_4	0.0	Q5TF21
YP_182344.2	O75319	gp_4	0.0	O75319
YP_008145321.1	Q07108	gp_4	0.0	Q07108
YP_182340.1	P07476	gp_4	0.0	P07476
AAD21387.1	Q86VW2	gp_4	0.0	Q86VW2
YP_007518086.1	Q16538	gp_4	0.0	Q16538
AP_000238.1	Q9NZ32	gp_4	0.0	Q9NZ32
YP_009252243.1	Q9NWH9	gp_4	0.0	Q9NWH9
YP_004123752.1	Q96HE8	gp_4	0.0	Q96HE8
YP_068108.1	Q96SL8	gp_4	0.0	Q96SL8
AFD22121.1	Q15672	gp_4	0.0	Q15672
YP_001033949.1	Q96HA4	gp_4	0.0	Q96HA4
YP_009449561.1	Q9Y6G5	gp_4	0.0	Q9Y6G5
YP_009508497.1	O75419	gp_4	0.0	O75419
YP_010097653.1	Q8NFG4	gp_4	0.0	Q8NFG4
NP_044202.1	O75762	gp_4	0.0	O75762
BAA82941.1	Q16600	gp_4	0.0	Q16600
YP_010097121.1	O15054	gp_4	0.0	O15054
YP_214150.1	Q9HBW9	gp_4	0.0	Q9HBW9
YP_009824985.1	Q9NXT0	gp_4	0.0	E7ETH6
YP_008492972.1	Q01668	gp_4	0.0	Q01668
YP_009703119.1	Q08493	gp_4	0.0	Q08493
YP_068306.1	Q9UDR5	gp_4	0.0	Q9UDR5
AP_000055.1	Q96S95	gp_4	0.0	Q96S95
NP_108677.1	P40933	gp_4	0.0	P40933
YP_008145317.1	Q6NXT1	gp_4	0.0	Q6NXT1
NP_570746.1	E7ETH6	gp_4	0.0	E7ETH6
YP_010097069.1	Q5TF21	gp_4	0.0	Q5TF21
YP_009054988.1	P20265	gp_4	0.0	P49335
YP_009513022.1	Q8NEM7	gp_4	0.0	Q8NEM7
YP_005296239.1	P20851	gp_4	0.0	P20851
YP_068386.1	Q8NFW5	gp_4	0.0	Q8NFW5
YP_010113327.1	Q92508	gp_4	0.0	Q92508
YP_182347.1	Q8N4X5	gp_4	0.0	Q8N4X5
CAP08159.1	Q8IVY1	gp_4	0.0	Q8IVY1
ACU27443.1	Q14005	gp_4	0.0	Q14005
YP_004021925.1	Q9NWS0	gp_4	0.0	Q9NWS0
YP_009703174.1	Q86Y79	gp_4	0.0	Q86Y79
YP_214163.1	Q15672	gp_4	0.0	Q15672
AP_000618.1	O43781	gp_4	0.0	O43781
BAA82891.1	Q07869	gp_4	0.0	Q03181
AIY35098.1	Q68DH5	gp_4	0.0	Q68DH5
NP_066842.1	Q14766	gp_4	0.0	Q14766
YP_009021235.1	Q9Y586	gp_4	0.0	Q9Y586
ACN89712.1	Q13936	gp_4	0.0	Q01668
YP_009703176.1	A8MYU2	gp_4	0.0	A8MYU2
YP_003587901.1	Q92576	gp_4	0.0	Q92576
YP_009344872.1	Q8N283	gp_4	0.0	Q8N283
YP_009505678.1	Q92521	gp_4	0.0	Q92521
AP_000340.1	P59534	gp_4	0.0	P59534
YP_010113399.1	Q9BSU1	gp_4	0.0	Q9BSU1
YP_003778193.1	P05452	gp_4	0.0	P05452
ACN89756.1	Q5VT99	gp_4	0.0	Q5VT99
YP_001033941.1	Q9H2A7	gp_4	0.0	Q9H2A7
YP_001033932.1	P46019	gp_4	0.0	P46020
YP_068141.1	Q8NC26	gp_4	0.0	Q8NC26
YP_214046.1	Q9NZH6	gp_4	0.0	Q9NZH6
YP_009344866.1	Q9BXU9	gp_4	0.0	Q86V35
BAA82906.1	P21918	gp_4	0.0	P21918
CAP08045.1	Q86UV5	gp_4	0.0	Q86UV5
YP_010113281.1	Q96QC0	gp_4	0.0	Q96QC0
AKA44547.1	P34913	gp_4	0.0	P34913
YP_068110.1	P08048	gp_4	0.0	Q9Y462
YP_008520239.1	Q6ZN84	gp_4	0.0	Q6ZN84
YP_009553674.1	Q8N0Z9	gp_4	0.0	Q8N0Z9
AFD21959.1	Q9Y397	gp_4	0.0	Q9Y397
AEV55057.1	Q9Y6G5	gp_4	0.0	Q9Y6G5
YP_164629.1	Q6PCE3	gp_4	0.0	Q6PCE3
YP_010097629.1	Q9BZV1	gp_4	0.0	Q9BZV1
YP_068256.1	Q9BRX9	gp_4	0.0	Q9BRX9
YP_010113271.1	P51693	gp_4	0.0	P51693
NP_570179.1	Q9ULA0	gp_4	0.0	Q9ULA0
YP_068145.1	O75309	gp_4	0.0	O75309
YP_007195268.1	Q9P2L0	gp_4	0.0	Q9P2L0
YP_068340.1	Q13519	gp_4	0.0	Q13519
YP_003896052.1	Q9UL59	gp_4	0.0	Q9UL59
AAD03087.1	Q9NP71	gp_4	0.0	Q9NP71
YP_009130678.1	Q9UKU7	gp_4	0.0	Q9UKU7
YP_068235.1	Q9UNN5	gp_4	0.0	Q9UNN5
YP_010113350.1	Q9UBC0	gp_4	0.0	Q9UBC0
YP_010113324.1	Q9NQZ5	gp_4	0.0	Q9NQZ5
NP_056817.2	Q8N5H7	gp_4	0.0	O75815
AIY35074.1	P35575	gp_4	0.0	P35575
AFD21876.1	Q9H4B6	gp_4	0.0	Q9H4B6
YP_214093.1	P52798	gp_4	0.0	P52798
YP_214166.1	Q07869	gp_4	0.0	Q03181
YP_009252292.1	Q5JPF3	gp_4	0.0	Q5JPF3
YP_008492997.1	Q16538	gp_4	0.0	Q16538
ACN89698.1	P08048	gp_4	0.0	Q9Y462
YP_010097129.1	Q8IX18	gp_4	0.0	Q8IX18
AEV55073.1	Q8N201	gp_4	0.0	Q8N201
YP_009505580.1	Q9H0C5	gp_4	0.0	Q9H0C5
YP_004895376.1	Q9UDY8	gp_4	0.0	Q9UDY8
AP_000249.1	O43151	gp_4	0.0	O43151
YP_010097083.1	Q9Y462	gp_4	0.0	Q9Y462
YP_068265.1	Q53RT3	gp_4	0.0	Q53RT3
NP_570806.1	P53384	gp_4	0.0	P53384
NP_598360.1	Q9H9P2	gp_4	0.0	Q9H9P2
YP_009513225.1	P32248	gp_4	0.0	P51686
AKA97939.1	Q9BXU9	gp_4	0.0	Q86V35
NP_041233.1	P09467	gp_4	0.0	P09467
